ID_Error_V1,Df,kf,R_RI,I_RI,WaveL,dp,Np,Version,Hash,created_at,updated_at
159,2.47,1.2,1.51,0.7,868.6,25.9,35.0,0.1,53211f89fe7efba3bc0f8f72d21f363f6601cdf0,2019-07-16 06:12:28,2019-07-16 06:12:28
160,2.38,1.2,1.61,0.75,874.4,30.0,51.0,0.1,10f63cec04402d7415d6dfef02be345959c97199,2019-07-16 06:12:28,2019-07-16 06:12:28
161,2.11,1.2,1.97,0.52,867.5,39.1,56.0,0.1,098d6f376f6c0a97060e047d46523481ae8e9c2d,2019-07-16 06:12:28,2019-07-16 06:12:28
162,1.87,1.2,1.57,0.43,864.3,46.0,53.0,0.1,19b859eff03fbcde78a0bd5202a5b5fb3996f76f,2019-07-16 06:12:28,2019-07-16 06:12:28
163,2.02,1.2,1.65,0.81,865.3,22.8,62.0,0.1,104b8294f7c08cf0814ab55547f5d22278319da7,2019-07-16 06:12:28,2019-07-16 06:12:28
164,2.14,1.2,1.84,0.89,872.6,25.8,59.0,0.1,5f1252e8935fe2554063a7462f93c532f8c53648,2019-07-16 06:12:28,2019-07-16 06:12:28
165,2.03,1.2,1.86,0.92,874.2,29.2,55.0,0.1,554bc08b4704086c2de82e27663cbc5f1bf4a510,2019-07-16 06:12:28,2019-07-16 06:12:28
166,2.11,1.2,1.7,0.86,860.3,24.3,63.0,0.1,5a4c3b055d96557af308d2867f0fe6e9a7a0f0f8,2019-07-16 06:12:28,2019-07-16 06:12:28
167,1.87,1.2,1.55,0.54,869.5,31.0,40.0,0.1,c999040cd979d4a085c4c3ff5547a63030badbf4,2019-07-16 06:12:28,2019-07-16 06:12:28
168,2.08,1.2,1.3,0.48,872.5,28.1,60.0,0.1,e4d75a320a3c498ddf070672675fc89cc8fe49f2,2019-07-16 06:12:28,2019-07-16 06:12:28
169,2.38,1.2,1.96,0.64,881.5,19.0,41.0,0.1,05224a50f378cba480f29a52ed8d71eee44baca5,2019-07-16 06:12:28,2019-07-16 06:12:28
170,2.14,1.2,1.72,0.5,871.4,34.2,59.0,0.1,896df56467bdb454fd80888a8a855e4751db0089,2019-07-16 06:12:28,2019-07-16 06:12:28
171,2.35,1.2,1.89,0.74,873.5,24.9,59.0,0.1,bb521c56aa5bda345dd48ccaa5fbbd0fa7c61c89,2019-07-16 06:12:28,2019-07-16 06:12:28
172,2.14,1.2,1.74,0.68,869.6,23.2,60.0,0.1,bc0e297f3a34b5702cd165f8036127ad022ad399,2019-07-16 06:12:28,2019-07-16 06:12:28
173,1.89,1.2,1.64,0.84,871.5,30.1,48.0,0.1,9f7d2c764a48378a0695c9bc332045cafd30a0b1,2019-07-16 06:12:28,2019-07-16 06:12:28
174,1.82,1.2,1.77,0.87,873.4,36.8,52.0,0.1,282d7efacbd8b1d65d0ee0df6b83c564cfe89036,2019-07-16 06:12:28,2019-07-16 06:12:28
175,2.35,1.2,1.34,0.65,879.2,22.9,61.0,0.1,3636a415c2f6d6178b86b24be497c18736cee420,2019-07-16 06:12:28,2019-07-16 06:12:28
176,1.94,1.2,1.3,0.68,871.2,36.4,44.0,0.1,8548d7b5cf8e6dc51c4ce7982c1c304ffaab0c8d,2019-07-16 06:12:28,2019-07-16 06:12:28
177,2.28,1.2,1.89,0.54,878.1,36.1,25.0,0.1,d2c0ef7f2a528433751257334fb11a0a7e2eb418,2019-07-16 06:12:28,2019-07-16 06:12:28
178,2.21,1.2,1.6,0.89,876.8,22.9,60.0,0.1,aa7dd13837161858f426562cb6ea5a6cfcf49628,2019-07-16 06:12:28,2019-07-16 06:12:28
179,1.89,1.2,1.76,0.74,864.0,16.8,58.0,0.1,a9bab5fbe6059906a5dc8d243ce78c898fd1f625,2019-07-16 06:12:28,2019-07-16 06:12:28
180,1.81,1.2,1.69,0.95,875.1,32.4,36.0,0.1,758b374c3e7a4dad458400342528bf4800caec51,2019-07-16 06:12:28,2019-07-16 06:12:28
181,2.32,1.2,1.57,0.94,868.2,38.4,55.0,0.1,b3291d75cbe4a2515e9901dad81ec3d5de342412,2019-07-16 06:12:28,2019-07-16 06:12:28
182,2.02,1.2,1.66,0.76,868.5,44.8,51.0,0.1,e26d7e0dfb0a896574efd98ec3511a235a1a45e4,2019-07-16 06:12:28,2019-07-16 06:12:28
183,2.04,1.2,1.63,0.54,879.3,29.6,50.0,0.1,355317261db68875340a917aae78af66173dd8da,2019-07-16 06:12:28,2019-07-16 06:12:28
184,1.84,1.2,1.65,0.72,873.8,24.1,40.0,0.1,1280f94888810d6e0acefad24d8bb97e1c0cf534,2019-07-16 06:12:28,2019-07-16 06:12:28
185,2.47,1.2,1.85,0.65,865.3,25.1,44.0,0.1,db3af154491500c6881ccca62be6b6d30002a0c5,2019-07-16 06:12:28,2019-07-16 06:12:28
186,2.19,1.2,1.83,0.81,868.0,30.0,58.0,0.1,7eb7e8eb4e6a2a333c72087b7b8abbc438317257,2019-07-16 06:12:28,2019-07-16 06:12:28
187,1.97,1.2,1.56,0.57,870.8,21.1,39.0,0.1,58bbe21aa91689f67dd894d7cd786d5456a4a734,2019-07-16 06:12:28,2019-07-16 06:12:28
188,1.97,1.2,1.67,0.79,859.9,23.6,51.0,0.1,2b0ecf33ba77fd99c7654a5e4e42feec50453711,2019-07-16 06:12:28,2019-07-16 06:12:28
189,2.26,1.2,1.6,0.64,871.8,18.2,39.0,0.1,ccf1e1457cf31f7f810cf40ce5beb91561a6a92e,2019-07-16 06:12:28,2019-07-16 06:12:28
190,2.0,1.2,1.8,0.93,863.4,30.6,42.0,0.1,f72ced3448fa0402fec0f46acdad73fd9672ff1b,2019-07-16 06:12:28,2019-07-16 06:12:28
191,2.31,1.2,1.59,0.7,880.3,25.7,70.0,0.1,0b5ddb58462c7c5d0d281a1aad56f746eed34062,2019-07-16 06:12:28,2019-07-16 06:12:28
192,2.22,1.2,1.44,0.79,861.9,21.3,45.0,0.1,5537a857cb07fb151885460a61c44f98b71b368d,2019-07-16 06:12:28,2019-07-16 06:12:28
193,2.13,1.2,1.69,0.74,883.2,33.0,41.0,0.1,736841043871c7b2dc6b913c8c8571a70b54c0f5,2019-07-16 06:12:28,2019-07-16 06:12:28
194,2.03,1.2,1.68,0.54,870.8,19.7,35.0,0.1,902c3fdb905e68e6fdc0d16986bb11b893178de4,2019-07-16 06:12:28,2019-07-16 06:12:28
195,2.12,1.2,1.77,0.43,877.0,20.3,41.0,0.1,d032d24008b3a448a45f356c6a373fe16690f466,2019-07-16 06:12:28,2019-07-16 06:12:28
196,2.27,1.2,1.56,0.87,869.9,36.9,54.0,0.1,3c282b98f94def6a8098c37b8e0451e440e6ba73,2019-07-16 06:12:28,2019-07-16 06:12:28
197,1.83,1.2,1.83,0.83,876.7,40.6,52.0,0.1,a88e0cc8fe7aea80b16d0adf16df63a8321da13a,2019-07-16 06:12:28,2019-07-16 06:12:28
198,2.16,1.2,1.84,0.84,868.7,31.2,50.0,0.1,caf1f9a3506d8b5bd52e9b2f83ce0ed6d88babf1,2019-07-16 06:12:28,2019-07-16 06:12:28
199,1.96,1.2,1.46,0.98,872.1,23.8,47.0,0.1,2bcd2c1cec63f48800b2dbdb30f8440cfecc510e,2019-07-16 06:12:28,2019-07-16 06:12:28
200,1.95,1.2,1.49,0.6,870.7,36.8,37.0,0.1,021bc8e3cde855a1740268192d99bc553b8d6eb5,2019-07-16 06:12:28,2019-07-16 06:12:28
201,2.08,1.2,1.92,0.64,864.1,19.4,59.0,0.1,d65140f2213f4ab1511e98257166e0a1b785b173,2019-07-16 06:12:28,2019-07-16 06:12:28
202,2.08,1.2,1.64,0.71,860.7,24.2,59.0,0.1,7189f8025965be67f3c85ce5f759048f6c546be4,2019-07-16 06:12:28,2019-07-16 06:12:28
203,1.96,1.2,1.51,0.51,859.6,20.2,54.0,0.1,ad6d01c04494ebc39c32d7531aaa2fadd5eb9207,2019-07-16 06:12:28,2019-07-16 06:12:28
204,2.29,1.2,1.74,0.59,868.3,22.0,62.0,0.1,ee7f5b567cce8959b54b47d8f86d2fc92929991c,2019-07-16 06:12:28,2019-07-16 06:12:28
205,2.18,1.2,1.88,0.77,874.4,31.2,54.0,0.1,7cb7ad8e218409f7ab7675db9cfc144e75f5bee8,2019-07-16 06:12:28,2019-07-16 06:12:28
206,2.18,1.2,1.61,0.83,862.1,22.0,56.0,0.1,de9e24c98f17f019dc1b37b541edd0f2a727fd6f,2019-07-16 06:12:28,2019-07-16 06:12:28
207,1.95,1.2,1.53,0.52,873.4,22.4,60.0,0.1,c3ae488e5604787707136bd1f9db1607ccde4d80,2019-07-16 06:12:28,2019-07-16 06:12:28
208,2.0,1.2,1.82,0.87,866.5,29.5,58.0,0.1,3a92505abba7ddbb05aa5df87a84ddea673c137a,2019-07-16 06:12:28,2019-07-16 06:12:28
209,1.9,1.2,1.53,0.75,867.3,22.7,55.0,0.1,ab2a66192ab6612e59b0591273dacdab666be78c,2019-07-16 06:12:28,2019-07-16 06:12:28
210,2.09,1.2,1.71,0.86,861.3,22.8,46.0,0.1,01660dbe8c1f543d16ef25fd256dac4630f7c885,2019-07-16 06:12:28,2019-07-16 06:12:28
211,2.2,1.2,1.83,0.78,865.3,22.4,63.0,0.1,46230e844f56ed14259ac4bab18ae3009d152cb5,2019-07-16 06:12:28,2019-07-16 06:12:28
212,2.16,1.2,1.41,0.54,872.0,39.8,47.0,0.1,2e512e32e542ec585c94014d02c09677b3bba5bd,2019-07-16 06:12:28,2019-07-16 06:12:28
213,2.42,1.2,1.88,0.42,868.0,30.2,56.0,0.1,472f21777749292c578ca5ec6f873ae24223e7e0,2019-07-16 06:12:28,2019-07-16 06:12:28
214,2.28,1.2,1.67,0.62,867.2,23.2,53.0,0.1,c806f9d06ba1dd550dab8b4864fea77982c00545,2019-07-16 06:20:39,2019-07-16 06:20:39
215,2.03,1.2,1.55,0.69,873.4,34.0,66.0,0.1,1e5014f67668986e0054454861f72bc681e2e720,2019-07-16 06:20:39,2019-07-16 06:20:39
216,2.27,1.2,1.47,0.6,865.9,41.3,50.0,0.1,1e80512b5fea20bc07fce3768b651715d3b7e6d7,2019-07-16 06:20:39,2019-07-16 06:20:39
217,1.86,1.2,1.59,0.54,872.2,46.6,76.0,0.1,9ff115e9c9a10a0dd97ae81e68a4a4b89c4f558d,2019-07-16 06:20:39,2019-07-16 06:20:39
218,2.15,1.2,1.75,0.78,869.1,41.4,50.0,0.1,f2be50a7b57f8e00965f573dab955a2c590b418c,2019-07-16 06:20:39,2019-07-16 06:20:39
219,2.02,1.2,1.51,0.29,865.7,36.8,56.0,0.1,3e6957aae80edbf0ed31fd55dbe87f630d075820,2019-07-16 06:20:39,2019-07-16 06:20:39
220,2.15,1.2,1.72,0.87,878.9,24.5,37.0,0.1,bc8a8543ebe3cbafbe25e44d890a191edf0d29de,2019-07-16 06:20:39,2019-07-16 06:20:39
221,1.93,1.2,1.65,0.33,866.0,37.2,44.0,0.1,61268e4fccf1086aa38411c0d68c6f8ca239b18a,2019-07-16 06:20:39,2019-07-16 06:20:39
222,2.08,1.2,1.66,0.97,869.6,23.7,43.0,0.1,11ce1b528c8336823b28b15015515ec57e0a5b3f,2019-07-16 06:20:39,2019-07-16 06:20:39
223,2.58,1.2,1.86,0.23,869.0,25.1,42.0,0.1,09c42da96c4963407f5c6d6223084130ea02f38a,2019-07-16 06:20:39,2019-07-16 06:20:39
224,1.95,1.2,1.57,0.64,859.7,34.1,39.0,0.1,129662b29ce90a2391acd5f7eda39b9795e5c8f0,2019-07-16 06:20:39,2019-07-16 06:20:39
225,2.25,1.2,1.28,0.83,861.5,25.4,59.0,0.1,59c56840ebd54ec7c11d6a3f4390f8d449522ebb,2019-07-16 06:20:39,2019-07-16 06:20:39
226,1.85,1.2,1.76,0.84,862.1,29.7,27.0,0.1,63ebe8aa5dbedf79c3ae5fd73c99e432ad817ae8,2019-07-16 06:20:39,2019-07-16 06:20:39
227,2.18,1.2,1.24,0.55,873.1,33.0,41.0,0.1,2c68360d3ab1c8a78791a8550eeb709c4b6af183,2019-07-16 06:20:39,2019-07-16 06:20:39
228,1.97,1.2,1.77,0.46,871.7,48.0,41.0,0.1,634403db12ced2a989acd2a1e3fee3db580171fd,2019-07-16 06:20:39,2019-07-16 06:20:39
229,2.24,1.2,1.25,0.62,879.5,31.1,51.0,0.1,893769a05a5228d33af2d17b993e1a6f3ea65805,2019-07-16 06:20:39,2019-07-16 06:20:39
230,2.29,1.2,1.63,0.73,873.6,28.8,53.0,0.1,4be3f9189b72ca47c9799b03b33650ae82d1b6f9,2019-07-16 06:20:39,2019-07-16 06:20:39
231,1.84,1.2,1.56,0.45,867.5,42.8,44.0,0.1,17ffb73144dcf6a2a95f38f1b0ed713801aed6e5,2019-07-16 06:20:39,2019-07-16 06:20:39
232,2.26,1.2,1.77,0.81,870.3,22.9,60.0,0.1,5714185ec3b5a4657c4f7066b2b1d43dd8863f7b,2019-07-16 06:20:39,2019-07-16 06:20:39
233,2.34,1.2,1.67,0.44,878.0,28.9,37.0,0.1,32907f500b62628196b66612acfa2ca73feb45ad,2019-07-16 06:20:39,2019-07-16 06:20:39
234,2.12,1.2,1.51,0.59,873.5,48.5,51.0,0.1,fb3a937ab42c33a8be705bdfed30dfc1fe525e05,2019-07-16 06:20:39,2019-07-16 06:20:39
235,1.93,1.2,1.78,0.64,869.5,39.4,36.0,0.1,b2570a6e154b68193584c149d7e16115e1a865a3,2019-07-16 06:20:39,2019-07-16 06:20:39
236,2.34,1.2,1.82,0.64,865.3,30.5,70.0,0.1,104b15579bf3b8ddac611ad15ea301110b5f6fd6,2019-07-16 06:20:39,2019-07-16 06:20:39
237,1.97,1.2,1.65,0.46,868.4,46.3,40.0,0.1,976d2976241ecc9eb7b21d29d623b0a2e592ac4c,2019-07-16 06:20:39,2019-07-16 06:20:39
238,2.39,1.2,1.86,0.78,866.9,21.9,63.0,0.1,399ca69a22a16a5c3d89888cce872d3f5b9905d3,2019-07-16 06:20:39,2019-07-16 06:20:39
239,2.03,1.2,1.88,0.61,875.2,21.2,55.0,0.1,43889426392d7e66765102b193da732529599d71,2019-07-16 06:20:39,2019-07-16 06:20:39
240,2.22,1.2,1.67,0.6,872.6,38.0,60.0,0.1,f6bdf6c484edb181142bcd8ef7e22d4e6967544a,2019-07-16 06:20:39,2019-07-16 06:20:39
241,2.35,1.2,1.83,0.62,871.8,26.9,50.0,0.1,51b3c413b1aa7a7cbf8888c58cde9f43fd7976ac,2019-07-16 06:20:39,2019-07-16 06:20:39
242,2.29,1.2,1.52,0.45,868.9,30.8,59.0,0.1,4d2ff8d4470eb2b9233c6d673f4575c5222bc671,2019-07-16 06:20:39,2019-07-16 06:20:39
243,1.98,1.2,1.76,0.63,872.3,27.3,40.0,0.1,d3344cdedcec32056d9d88852a69d298fb148694,2019-07-16 06:20:39,2019-07-16 06:20:39
244,2.02,1.2,1.86,0.68,870.3,41.8,53.0,0.1,2ab313f9726fc1b4d131689dca821cc89e49bef8,2019-07-16 06:20:39,2019-07-16 06:20:39
245,1.84,1.2,1.41,0.93,872.7,46.3,73.0,0.1,d38351b55881d42edb2dbab81d735f7a6f2a6f87,2019-07-16 06:20:39,2019-07-16 06:20:39
246,2.36,1.2,1.61,0.16,868.9,27.6,55.0,0.1,10ce57a6d962153d03fc1f1d11120cdaaf6d2251,2019-07-16 06:20:39,2019-07-16 06:20:39
247,2.09,1.2,1.88,0.5,866.6,29.4,52.0,0.1,51556f3f0619f902f1f1ab66aba178d61f77e5ce,2019-07-16 06:20:39,2019-07-16 06:20:39
248,2.51,1.2,1.69,0.97,863.5,41.0,57.0,0.1,1a63f3017c5ab61fc54140bec8c0503cc00ff6dd,2019-07-16 06:20:39,2019-07-16 06:20:39
249,1.85,1.2,1.87,0.22,870.1,35.6,52.0,0.1,b33a1a288a7ddb2383fc2d3cc4cd2bd87141a74d,2019-07-16 06:20:39,2019-07-16 06:20:39
250,1.84,1.2,1.88,0.83,872.2,42.4,56.0,0.1,676f11dc56f91c301d4525c8df8abf36e3acc391,2019-07-16 06:20:39,2019-07-16 06:20:39
251,2.24,1.2,1.83,0.91,876.6,46.1,52.0,0.1,3f74b92cbcdc4ebe015889fd10cf5235cc3c2aaa,2019-07-16 06:20:39,2019-07-16 06:20:39
252,2.24,1.2,1.18,0.45,871.8,42.1,65.0,0.1,6390828b1a3044e6f3003b29b2a6f9f75ce261de,2019-07-16 06:20:39,2019-07-16 06:20:39
253,2.14,1.2,1.46,0.85,871.7,22.4,41.0,0.1,f3ad280e6235cd263a83375f2149d6af24e8abe0,2019-07-16 06:20:39,2019-07-16 06:20:39
254,2.22,1.2,1.48,0.45,877.8,26.6,50.0,0.1,3bfc7cbc69bbaed4e000747c1645316e3d7c3331,2019-07-16 06:20:39,2019-07-16 06:20:39
255,2.58,1.2,1.41,0.71,861.1,28.2,39.0,0.1,8cc0dcb71d0f3e7e6a86b1399b332d253ab164ca,2019-07-16 06:20:39,2019-07-16 06:20:39
256,2.39,1.2,1.61,0.6,879.0,39.6,35.0,0.1,8c12adbf56d00bd16e02fd4ff6b5b2b1093666bb,2019-07-16 06:20:39,2019-07-16 06:20:39
257,2.14,1.2,1.77,0.71,876.2,58.2,65.0,0.1,0a7322d017c398fc3a32933d8c6f9df5b41b226e,2019-07-16 06:20:39,2019-07-16 06:20:39
258,2.15,1.2,1.6,0.67,869.2,32.9,53.0,0.1,bb5ad012de762027717bc1c11b419491f4488ac6,2019-07-16 06:20:39,2019-07-16 06:20:39
259,2.12,1.2,1.87,0.72,874.4,32.2,56.0,0.1,1e495a1277a1a52cb6ebbd543bb6a9a801f06b83,2019-07-16 06:20:39,2019-07-16 06:20:39
260,1.89,1.2,1.52,0.81,870.8,49.2,42.0,0.1,da2a7ecc092f719dcd20cd1a4a8507feb419d3f4,2019-07-16 06:20:39,2019-07-16 06:20:39
261,2.27,1.2,1.58,0.49,867.9,34.6,46.0,0.1,fce30a3c4ba7e474a95a7cefc6106434a65e2705,2019-07-16 06:20:39,2019-07-16 06:20:39
262,2.36,1.2,1.66,0.57,870.5,29.2,35.0,0.1,062851da4048fa4240c3e04942e3998b43b90f9e,2019-07-16 06:20:39,2019-07-16 06:20:39
263,2.39,1.2,1.7,0.24,868.8,35.5,42.0,0.1,ff92a7c35a5b2998fc5c75d6eecc5a681fcd6dd3,2019-07-16 06:20:39,2019-07-16 06:20:39
264,2.28,1.2,1.66,0.72,866.3,39.4,44.0,0.1,9d159a400d529fd740434bc026d234c490a4bb3d,2019-07-16 06:20:39,2019-07-16 06:20:39
265,2.48,1.2,1.33,0.56,868.8,20.6,57.0,0.1,d41ba0e68008e5fd0643941c03e300c03828b610,2019-07-16 06:20:39,2019-07-16 06:20:39
266,2.13,1.2,1.78,0.97,872.8,43.8,39.0,0.1,eeb1d1c695ba1532cd18f5c5c7c208d4fb58fc61,2019-07-16 06:20:39,2019-07-16 06:20:39
267,1.84,1.2,1.95,0.81,873.5,43.2,54.0,0.1,6bff695ae475560e43a1d70258b2943c1c71cbf1,2019-07-16 06:20:39,2019-07-16 06:20:39
268,1.83,1.2,1.47,0.76,877.9,44.2,50.0,0.1,19b476c9ba0a0f8375a742eb2ad7dd5580db0b10,2019-07-16 06:20:39,2019-07-16 06:20:39
269,2.27,1.2,1.63,0.7,878.1,37.3,44.0,0.1,888342e8855a90850c2c17c5407ab2184b33ea76,2019-07-16 06:20:39,2019-07-16 06:20:39
270,2.21,1.2,1.96,0.48,861.5,58.2,48.0,0.1,1001551885a3d84c4555199ecc378da95d529384,2019-07-16 06:20:39,2019-07-16 06:20:39
271,2.14,1.2,1.7,0.66,864.1,43.7,34.0,0.1,6d5a23c161de1988dfbe4ae8bc96aa296ba77dd6,2019-07-16 06:20:39,2019-07-16 06:20:39
272,1.84,1.2,1.35,0.78,864.8,19.6,56.0,0.1,7315cea23bf1ca4bb7bb585e6d04457ef93ee5c2,2019-07-16 06:20:39,2019-07-16 06:20:39
273,2.6,1.2,1.66,0.57,866.9,37.7,67.0,0.1,f1cfd29c2828369fe59aad491fe6346fbb30666a,2019-07-16 06:20:39,2019-07-16 06:20:39
274,1.95,1.2,1.45,0.71,864.8,42.3,49.0,0.1,1906c6ee03b287ca614955b1716fc0a0b23a7edf,2019-07-16 06:20:39,2019-07-16 06:20:39
275,2.01,1.2,1.4,0.44,879.7,26.5,40.0,0.1,097246a5574de46c223b06e6b4b7f0b5367c3fac,2019-07-16 06:20:39,2019-07-16 06:20:39
276,1.89,1.2,1.37,0.39,868.4,40.6,52.0,0.1,49389c90a99fe027965db8ad9b8c55dccc564331,2019-07-16 06:20:39,2019-07-16 06:20:39
277,2.23,1.2,1.63,0.7,874.0,25.0,50.0,0.1,a62de85037cdaab91ab3e09451d0fefca7964a2c,2019-07-16 06:20:39,2019-07-16 06:20:39
278,1.91,1.2,1.69,0.47,871.7,38.4,55.0,0.1,4c00efac12b625a16f9b82be4e0e9b1faf365b4b,2019-07-16 06:20:39,2019-07-16 06:20:39
279,1.85,1.2,1.68,0.77,868.0,42.0,52.0,0.1,a9c2589812db21cde4d9f711eabe2cb905d7cbd8,2019-07-16 06:20:39,2019-07-16 06:20:39
280,1.95,1.2,1.52,0.85,869.0,46.1,55.0,0.1,40be68ebefbd09d9c975edadabe667081315371f,2019-07-16 06:20:39,2019-07-16 06:20:39
281,2.4,1.2,1.39,0.29,868.5,51.1,40.0,0.1,6cd2154841a16d5ae886a0761fd4704324e3cff2,2019-07-16 06:20:39,2019-07-16 06:20:39
282,2.32,1.2,1.77,0.44,872.3,25.4,45.0,0.1,18970c1284db10452d3f28e2db877d4260ee2715,2019-07-16 06:20:39,2019-07-16 06:20:39
283,2.2,1.2,1.85,0.37,870.4,34.5,38.0,0.1,3f1da4f771f0f38fe24e1fe305f22363d33498eb,2019-07-16 06:20:39,2019-07-16 06:20:39
284,2.26,1.2,1.68,0.48,870.4,40.8,44.0,0.1,f90508180bd52da42685f6a53c71c43409cff2cf,2019-07-16 06:20:39,2019-07-16 06:20:39
285,2.48,1.2,1.68,0.72,863.9,46.9,32.0,0.1,c0c3924cd1f1e38955dfc9341d2da59a7769ef0b,2019-07-16 06:20:39,2019-07-16 06:20:39
286,2.16,1.2,1.53,0.93,861.6,41.2,60.0,0.1,e28304c02b1afdc9c9dd401d2fc171e37f10bf45,2019-07-16 06:20:39,2019-07-16 06:20:39
287,1.93,1.2,1.46,0.4,871.7,28.2,54.0,0.1,8e6aa3394722a6c6a067d73bf4e19b6987ac2c97,2019-07-16 06:20:39,2019-07-16 06:20:39
288,1.9,1.2,1.34,0.7,875.3,29.6,37.0,0.1,f48485088e8351553adaf7a84d82348989206025,2019-07-16 06:20:39,2019-07-16 06:20:39
289,2.34,1.2,1.55,0.19,874.1,32.5,49.0,0.1,4f290c15d25bfe070e1d3a50c4d3ac12457917c7,2019-07-16 06:20:39,2019-07-16 06:20:39
290,2.25,1.2,1.5,0.45,870.0,38.4,67.0,0.1,0a22f45c715ea2e89b44fa1930d01a438fe68602,2019-07-16 06:20:39,2019-07-16 06:20:39
291,2.07,1.2,1.51,0.45,867.9,47.3,47.0,0.1,b7df9f674e8cb85c4aee11f15feb636ef9e40c78,2019-07-16 06:20:39,2019-07-16 06:20:39
292,2.33,1.2,1.51,0.35,862.0,49.6,60.0,0.1,eb04cf311c9e9e8fb77c449e1398845be4306d8a,2019-07-16 06:20:39,2019-07-16 06:20:39
293,2.13,1.2,1.58,0.36,872.4,35.8,52.0,0.1,de0e18cf64a4f804be130114ef9e6e7e81399057,2019-07-16 06:20:39,2019-07-16 06:20:39
294,1.99,1.2,1.62,0.82,864.4,37.3,36.0,0.1,c3d909b80a6db749490f91a263c01fd0eaee63d0,2019-07-16 06:20:39,2019-07-16 06:20:39
295,2.72,1.2,1.51,0.66,868.3,40.9,57.0,0.1,179b19ef018a371bed4635b10ed04cb58eb0b432,2019-07-16 06:20:39,2019-07-16 06:20:39
296,2.07,1.2,1.51,0.44,874.7,34.6,47.0,0.1,1023a0d72260d94557c240246aa682a91590645b,2019-07-16 06:20:39,2019-07-16 06:20:39
297,2.41,1.2,1.51,0.73,868.5,45.3,38.0,0.1,a93cee455738f1da3897ea9463d0c922e62e669c,2019-07-16 06:20:39,2019-07-16 06:20:39
298,2.0,1.2,1.61,0.72,876.6,50.4,60.0,0.1,51df3faa2d5adc6297db3da26855cfbc5d5f5944,2019-07-16 06:20:39,2019-07-16 06:20:39
299,2.17,1.2,1.69,0.64,881.6,37.1,55.0,0.1,2f89094513696b3697ee0010048745228a543673,2019-07-16 06:20:39,2019-07-16 06:20:39
300,2.14,1.2,1.89,0.53,877.6,38.6,54.0,0.1,866b16fe9aa887903705edf48d2cf3bd7adae4e9,2019-07-16 06:20:39,2019-07-16 06:20:39
301,2.64,1.2,1.7,0.79,864.0,40.2,65.0,0.1,85e27d68b66a362d1a1134058ded07c6fde1580c,2019-07-16 06:20:39,2019-07-16 06:20:39
302,2.1,1.2,1.73,0.46,863.0,17.4,42.0,0.1,e6ed09df9d679cd1722d05bfcbcb728eb83d4cff,2019-07-16 06:20:39,2019-07-16 06:20:39
303,2.01,1.2,1.82,0.63,870.0,39.1,43.0,0.1,9a1c62c699cdc2c5c2ec2d9151ca1244d83a4fa8,2019-07-16 06:20:39,2019-07-16 06:20:39
304,2.44,1.2,1.51,0.87,862.3,17.5,46.0,0.1,65b2bafd2ca5ee901eed4467583343d01035d0be,2019-07-16 06:20:39,2019-07-16 06:20:39
305,2.02,1.2,1.66,0.25,874.0,38.3,47.0,0.1,02a162d450c68ad36ecd3987c88a0a43515e7104,2019-07-16 06:20:39,2019-07-16 06:20:39
306,2.3,1.2,1.63,0.75,868.7,23.2,57.0,0.1,ff3374a51d081df0d2df2d512b028a6804a23128,2019-07-16 06:20:39,2019-07-16 06:20:39
307,2.19,1.2,1.68,0.51,873.9,38.3,49.0,0.1,6f5b35732e84729ad2b1dc671dacaaa988586af9,2019-07-16 06:20:39,2019-07-16 06:20:39
308,2.06,1.2,1.52,0.57,876.8,39.0,43.0,0.1,458ace57c9bc4d7d0936444c3734ed4e7fe04358,2019-07-16 06:20:39,2019-07-16 06:20:39
309,2.01,1.2,1.84,0.23,863.8,33.1,41.0,0.1,7a3cbd459244c56c237b32312cade4904b078e3c,2019-07-16 06:20:39,2019-07-16 06:20:39
310,2.01,1.2,1.91,0.52,872.7,31.8,60.0,0.1,310e582ef9b60526af886fef9a51eadc02edab01,2019-07-16 06:20:39,2019-07-16 06:20:39
311,2.3,1.2,1.71,0.64,865.5,23.6,40.0,0.1,48e1ce15d2b45c69ef79f8e208e7cdaf55211aa4,2019-07-16 06:20:39,2019-07-16 06:20:39
312,2.04,1.2,1.45,0.57,868.5,39.2,40.0,0.1,b25bf9c6ba5df210df93ea2b4fe90e4129677025,2019-07-16 06:20:39,2019-07-16 06:20:39
313,1.94,1.2,1.55,0.39,872.4,48.1,49.0,0.1,b5e48845c554f7fcbfc4ae65ad325fa89ef3c80f,2019-07-16 06:20:39,2019-07-16 06:20:39
314,2.01,1.2,1.62,0.14,870.5,30.4,40.0,0.1,f128ef43baf982025eec1d1287cd768e5171f412,2019-07-16 06:20:39,2019-07-16 06:20:39
315,1.91,1.2,1.13,0.46,870.3,34.0,40.0,0.1,a46220162795bb68573a5bd0ab54908791ca4dd6,2019-07-16 06:20:39,2019-07-16 06:20:39
316,1.96,1.2,1.29,0.63,862.2,51.5,56.0,0.1,b8a07ba04573c7100115bac3cbaec02f21acdc66,2019-07-16 06:20:39,2019-07-16 06:20:39
317,2.25,1.2,1.6,0.72,865.0,25.8,54.0,0.1,c42b67069133ddd97a4a3fc6330c0f0ae397ce11,2019-07-16 06:20:39,2019-07-16 06:20:39
